scenario_id	domain	domain_index	brief	audience_id	audience_label	reference_image	hex_1	hex_2	hex_3	hex_4	hex_5	lab_L_1	lab_a_1	lab_b_1	lab_L_2	lab_a_2	lab_b_2	lab_L_3	lab_a_3	lab_b_3	lab_L_4	lab_a_4	lab_b_4	lab_L_5	lab_a_5	lab_b_5	annotator_a1	annotator_a2	annotator_a3	annotator_kappa	design_intent_tags	annotation_date	version
CRDS-WEB-0050	web_ui	0	A educational quiz application for young adults (18-29), in a playful, hand-drawn style; viewed in low-light indoor settings. Type-heavy layout. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-WEB-0050.jpg	#183E2C	#266145	#72C1A2	#E3FAE7	#EFF7FD	23.07	-18.65	7.06	36.73	-26.56	10.34	72.44	-31.49	8.05	96.19	-10.94	6.56	96.81	-1.53	-3.79	A1	A2	A3	0.7	trust;friendly;reassuring	02/04/2024	1
CRDS-WEB-0051	web_ui	0	A event-management platform for children (under 12), with a high-contrast monochromatic look; intended for digital-only display. Single hero anchor with supporting elements. Brief, scannable interaction is the primary mode of consumption. The colour palette should reflect the context, audience, and intent described above.	U01	Children (under 12)		#033D5F	#0049AD	#FFFDFD	#FFD800	#060606	24.27	-3.03	-24.93	33.52	21.97	-58.46	99.46	0.66	0.23	87.18	-2.43	87.31	1.65	-0.0	0.0	A1	A2	A3	0.8	accessible;professional	03/04/2024	1
CRDS-WEB-0052	web_ui	0	A tax-filing assistant for children (under 12), with iconography-driven layout; must respect existing brand-colour guidelines. Asymmetrical composition. Cultural connotations of certain colours should be considered for the target market. The colour palette should reflect the context, audience, and intent described above.	U01	Children (under 12)	images/CRDS-WEB-0052.jpg	#123348	#1B4775	#64A7D1	#D7DEE5	#F4F6F8	19.9	-4.03	-16.53	29.47	2.15	-30.71	65.71	-9.58	-27.91	88.13	-1.04	-4.24	96.79	-0.31	-1.19	A1	A2	A3	0.77	friendly;neutral;clarity;energetic	02/04/2024	1
CRDS-WEB-0053	web_ui	0	A ride-hailing application for general adults (30-49), with seasonal-summer overtones; must reproduce well in print. Single hero anchor with supporting elements. Status indicators (success, warning, error) must be clearly distinguishable. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)		#122C4D	#204B7B	#5E98CB	#CFDCEA	#F2F3F6	17.76	2.96	-23.28	31.27	2.63	-31.59	60.91	-4.37	-32.01	87.19	-1.63	-8.33	95.84	0.2	-1.56	A1	A2	A3	0.88	neutral;focused;trust	03/04/2024	1
CRDS-WEB-0054	web_ui	0	A team-messaging client for general adults (30-49), with a tactile, organic feeling; viewed in low-light indoor settings. Strong use of negative space. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)		#0D2442	#1C4A74	#5998DB	#CDDFEC	#FAFCFF	14.06	3.2	-21.63	30.41	-0.09	-28.59	61.39	-0.36	-40.21	87.88	-3.42	-8.38	98.89	-0.13	-1.66	A1	A2	A3	0.82	minimal;energetic;professional	04/04/2024	1
CRDS-WEB-0055	web_ui	0	A language-learning platform for older adults (50+), with seasonal-autumn overtones; intended as a fresh visual identity. Dense layout with multiple data sections. Accessibility is a key requirement and a colour-blind-friendly palette is preferred. The colour palette should reflect the context, audience, and intent described above.	U05	Older adults (50+)	images/CRDS-WEB-0055.jpg	#04365E	#00519C	#FBFBFB	#FFC207	#040404	21.84	1.45	-28.13	34.57	9.43	-46.58	98.62	-0.0	0.0	81.76	8.89	82.86	1.1	-0.0	0.0	A1	A2	A3	0.75	clarity;official	04/04/2024	1
CRDS-WEB-0056	web_ui	0	A fitness tracker for children (under 12), in a muted desaturated palette; the design must support light and dark themes. Layout uses a clear visual hierarchy. Accessibility is a key requirement and a colour-blind-friendly palette is preferred. The colour palette should reflect the context, audience, and intent described above.	U01	Children (under 12)	images/CRDS-WEB-0056.jpg	#F9B206	#F25D00	#F90083	#7A38E7	#3974FF	77.28	14.65	79.54	58.71	54.35	68.25	53.8	83.48	0.54	42.36	63.86	-77.4	52.48	29.29	-74.49	A1	A2	A3	0.81	playful;clarity;dynamic	03/04/2024	1
CRDS-WEB-0057	web_ui	0	A tax-filing assistant for general adults (30-49), with seasonal-summer overtones; must respect existing brand-colour guidelines. Asymmetrical composition. Status indicators (success, warning, error) must be clearly distinguishable. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-WEB-0057.jpg	#102940	#245076	#66B1DB	#D9E0EC	#FBFCFE	15.83	-0.75	-17.43	32.74	-1.88	-26.14	69.03	-11.61	-28.3	88.98	-0.08	-6.66	98.94	0.02	-1.07	A1	A2	A3	0.78	modern;professional;playful;accessible	01/04/2024	1
CRDS-WEB-0058	web_ui	0	A cryptocurrency exchange for young adults (18-29), in a muted desaturated palette; intended for digital-only display. Asymmetrical composition. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-WEB-0058.jpg	#1A4934	#2A6C4B	#71C99A	#DBEDDC	#F7F7F7	27.39	-21.81	7.89	40.78	-29.44	12.35	74.58	-37.15	15.38	92.04	-9.03	6.2	97.23	-0.0	0.0	A1	A2	A3	0.73	friendly;reassuring;calm	02/04/2024	1
CRDS-WEB-0059	web_ui	0	A museum-collection browser for young adults (18-29), favouring earth tones; primarily viewed on desktop screens. Single hero anchor with supporting elements. This is a fresh brand expression with no prior colour constraints. Consider how the palette interacts with the dominant photography in the layout. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)		#FFB000	#FB9C01	#1B9FC3	#85D3E9	#00304D	77.47	18.19	80.62	72.42	26.96	76.96	60.75	-20.63	-27.92	80.43	-18.41	-18.36	18.58	-2.45	-22.01	A1	A2	A3	0.85	neutral;reassuring;playful	02/04/2024	1
CRDS-WEB-0060	web_ui	0	A video-conferencing tool for general adults (30-49), evoking nostalgia; intended as a fresh visual identity. Type-heavy layout. This is a fresh brand expression with no prior colour constraints. The selected colours will be used as the foundation for the broader design system. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-WEB-0060.jpg	#191C20	#4B535C	#6A7075	#E8E8E8	#EFF0F0	10.12	-0.28	-3.23	34.91	-1.01	-6.31	46.89	-1.19	-3.55	92.0	-0.0	0.0	94.72	-0.33	-0.12	A1	A2	A3	0.76	modern;neutral;minimal	04/04/2024	1
CRDS-WEB-0061	web_ui	0	A library-catalogue search for young adults (18-29), with a high-contrast monochromatic look; the design must support light and dark themes. Image-heavy layout. Category coding will be used and needs at least four distinct hues. Consider how the palette interacts with the dominant photography in the layout. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-WEB-0061.jpg	#10223C	#1D4777	#5C8BCE	#E4E9ED	#F5F8FD	13.11	2.7	-18.93	29.66	3.25	-31.66	57.26	3.63	-39.4	92.08	-0.94	-2.52	97.49	-0.09	-2.74	A1	A2	A3	0.91	friendly;focused	03/04/2024	1
CRDS-WEB-0062	web_ui	0	A team-messaging client for young adults (18-29), respecting WCAG-AA contrast; must reproduce well on backlit large-format displays. Layout uses a clear visual hierarchy. The brief is intended to capture the spirit of the scenario, not its exact appearance. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-WEB-0062.jpg	#214C34	#2C6652	#6EC49E	#D5F4D9	#F1F1F1	28.75	-21.44	9.82	38.98	-24.32	5.62	73.06	-34.83	11.07	93.39	-15.05	9.64	95.15	-0.0	0.0	A1	A2	A3	0.73	accessible;focused;calm	03/04/2024	1
CRDS-WEB-0063	web_ui	0	A newspaper website for older adults (50+), with a digital, futuristic look; the design must support light and dark themes. Layout uses a clear visual hierarchy. This is a fresh brand expression with no prior colour constraints. Annotators should consider how the palette will perform across light and dark themes. The colour palette should reflect the context, audience, and intent described above.	U05	Older adults (50+)	images/CRDS-WEB-0063.jpg	#204934	#2B704D	#6BC18D	#D4F5D6	#F6F7F7	27.63	-20.17	8.26	42.21	-30.61	13.14	71.68	-37.74	18.27	93.52	-16.4	11.37	97.16	-0.33	-0.12	A1	A2	A3	0.78	calm;accessible	02/04/2024	1
CRDS-WEB-0064	web_ui	0	A smart-home control panel for professional / b2b, with a luxurious metallic accent; must reproduce well on backlit large-format displays. Type-heavy layout. Brand identity is established and the palette must respect existing guidelines. Annotators should consider how the palette will perform across light and dark themes. The colour palette should reflect the context, audience, and intent described above.	U06	Professional / B2B	images/CRDS-WEB-0064.jpg	#163A28	#296144	#71CD9D	#D5EBDA	#F6F6F6	21.39	-18.11	7.35	36.81	-26.02	11.09	75.83	-38.36	15.52	91.06	-10.38	5.78	96.88	-0.0	0.0	A1	A2	A3	0.89	friendly;accessible	02/04/2024	1
CRDS-WEB-0065	web_ui	0	A language-learning platform for general adults (30-49), with a clean editorial layout; must remain legible in small thumbnails. Mixed text and graphics. Brand identity is established and the palette must respect existing guidelines. The brief is intended to capture the spirit of the scenario, not its exact appearance. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-WEB-0065.jpg	#00446E	#004FA1	#F7F7F7	#F6A700	#090909	27.46	-1.49	-29.51	34.32	12.89	-49.98	97.23	-0.0	0.0	74.34	19.09	78.05	2.47	-0.0	0.0	A1	A2	A3	0.74	official;dynamic;friendly;accessible	02/04/2024	1
CRDS-WEB-0066	web_ui	0	A code-review interface for older adults (50+), with seasonal-autumn overtones; primarily viewed on mobile devices. Layout uses a clear visual hierarchy. The design will be reproduced across multiple touchpoints from print to mobile. The colour palette should reflect the context, audience, and intent described above.	U05	Older adults (50+)		#1D5260	#57D4CE	#F3FFF2	#FB7578	#FFF275	32.12	-12.47	-13.3	78.21	-35.77	-7.42	98.82	-6.23	4.85	65.43	51.39	23.33	94.33	-11.08	60.93	A1	A2	A3	0.86	energetic;minimal;calm	03/04/2024	1
CRDS-WEB-0067	web_ui	0	A food-delivery app for general adults (30-49), in a light-mode-first treatment; must remain legible in small thumbnails. Mixed text and graphics. Tone should feel premium without being intimidating. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-WEB-0067.jpg	#0D213A	#214873	#63ACDD	#D1DEE7	#F5F6F8	12.47	1.95	-18.54	29.9	1.66	-28.75	67.56	-8.94	-31.67	87.76	-2.61	-5.89	96.86	0.02	-1.07	A1	A2	A3	0.72	clarity;trust;neutral	01/04/2024	1
CRDS-WEB-0068	web_ui	0	A telehealth consultation portal for older adults (50+), with a strong primary brand colour; must reproduce well in print. Dense layout with multiple data sections. The colour palette should reflect the context, audience, and intent described above.	U05	Older adults (50+)		#FFD50D	#FF7900	#17A8B6	#85BDE3	#002640	86.45	-0.81	85.66	65.7	46.23	73.22	62.98	-29.77	-17.24	74.14	-8.52	-24.69	14.15	-1.34	-20.12	A1	A2	A3	0.83	playful;official;reassuring	04/04/2024	1
CRDS-WEB-0069	web_ui	0	A logistics-tracking interface for children (under 12), with a strong photographic anchor; must remain legible in small thumbnails. Multi-column grid. Long-form reading is the primary mode of consumption. Annotators should consider how the palette will perform across light and dark themes. The colour palette should reflect the context, audience, and intent described above.	U01	Children (under 12)	images/CRDS-WEB-0069.jpg	#0D2B4A	#1D4982	#5199D3	#D7DFE5	#ECF4FD	17.02	1.55	-22.42	30.97	6.31	-36.44	60.99	-5.04	-36.41	88.39	-1.56	-3.86	95.84	-0.98	-5.23	A1	A2	A3	0.82	modern;dynamic;professional	03/04/2024	1
CRDS-WEB-0070	web_ui	0	A travel booking platform for general adults (30-49), with a strong primary brand colour; the design must support light and dark themes. Asymmetrical composition. Cultural connotations of certain colours should be considered for the target market. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)		#0F283F	#205371	#60AEDA	#D0DAEC	#E9EBEF	15.37	-0.66	-17.46	33.32	-6.36	-22.14	67.89	-11.55	-29.53	86.8	0.14	-9.95	93.0	0.05	-2.17	A1	A2	A3	0.76	professional;dynamic;accessible	03/04/2024	1
CRDS-WEB-0071	web_ui	0	A civic-services portal for young adults (18-29), with a strong primary brand colour; viewed in low-light indoor settings. Strong use of negative space. Category coding will be used and needs at least four distinct hues. The selected colours will be used as the foundation for the broader design system. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-WEB-0071.jpg	#11304D	#1C4A75	#5EA8D6	#DADEE2	#ECF3FA	19.09	-0.08	-21.17	30.47	0.3	-29.13	65.93	-9.91	-30.35	88.28	-0.61	-2.42	95.51	-1.03	-4.17	A1	A2	A3	0.78	clarity;official;trust;calm	02/04/2024	1
CRDS-WEB-0072	web_ui	0	A educational quiz application for young adults (18-29), favouring earth tones; viewed in bright outdoor settings. Single hero anchor with supporting elements. The brief is intended to capture the spirit of the scenario, not its exact appearance. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)		#1A1E21	#454C55	#676D74	#E7EBEF	#EEF4FB	10.98	-1.01	-2.68	32.01	-0.62	-6.27	45.75	-0.75	-4.68	92.86	-0.61	-2.4	95.93	-0.7	-4.05	A1	A2	A3	0.74	minimal;neutral	02/04/2024	1
CRDS-WEB-0073	web_ui	0	A museum-collection browser for children (under 12), in a muted desaturated palette; primarily viewed on desktop screens. Layout uses a clear visual hierarchy. Tone should feel premium without being intimidating. Annotators should consider how the palette will perform across light and dark themes. The colour palette should reflect the context, audience, and intent described above.	U01	Children (under 12)	images/CRDS-WEB-0073.jpg	#123145	#184471	#57A9DB	#D7E2F4	#F0F4F8	19.03	-3.88	-15.85	28.17	2.11	-30.26	66.15	-10.28	-32.8	89.57	-0.19	-10.0	96.0	-0.6	-2.38	A1	A2	A3	0.78	clarity;official;minimal	03/04/2024	1
CRDS-WEB-0074	web_ui	0	A loyalty-program account page for general adults (30-49), with seasonal-autumn overtones; must reproduce well on backlit large-format displays. Multi-column grid. The work must hold up against busy backgrounds in the deployment context. Consider how the palette interacts with the dominant photography in the layout. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-WEB-0074.jpg	#102544	#1E4970	#669BD9	#D3E0EC	#FFFFFF	14.68	3.88	-22.02	29.94	-0.69	-26.81	62.74	-0.02	-36.94	88.55	-2.02	-7.34	100.0	-0.0	0.0	A1	A2	A3	0.76	trust;focused;energetic;accessible	02/04/2024	1
CRDS-WEB-0075	web_ui	0	A online-survey builder for general adults (30-49), with seasonal-autumn overtones; viewed in low-light indoor settings. Multi-column grid. Annotators should consider how the palette will perform across light and dark themes. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)		#102742	#1D5B7E	#53A9D8	#E0E3E7	#FFFFFF	15.25	1.55	-19.74	36.46	-6.88	-25.29	65.88	-11.95	-31.57	90.12	-0.28	-2.3	100.0	-0.0	0.0	A1	A2	A3	0.81	playful;trust	02/04/2024	1
CRDS-WEB-0076	web_ui	0	A tax-filing assistant for general adults (30-49), with a luxurious metallic accent; must respect existing brand-colour guidelines. Single hero anchor with supporting elements. Category coding will be used and needs at least four distinct hues. The selected colours will be used as the foundation for the broader design system. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-WEB-0076.jpg	#FFD403	#FF5B03	#FF0060	#7939EA	#3599FF	86.18	-0.38	86.35	60.57	59.68	69.86	54.15	82.54	22.33	42.66	64.04	-78.62	62.3	6.31	-58.69	A1	A2	A3	0.66	minimal;calm;playful	02/04/2024	1
CRDS-WEB-0077	web_ui	0	A donation platform for older adults (50+), with seasonal-summer overtones; primarily viewed on desktop screens. Symmetrical composition. Accessibility is a key requirement and a colour-blind-friendly palette is preferred. Consider how the palette interacts with the dominant photography in the layout. The colour palette should reflect the context, audience, and intent described above.	U05	Older adults (50+)	images/CRDS-WEB-0077.jpg	#FF5056	#FFE145	#86C71E	#2392CB	#654F91	59.59	66.13	35.16	89.65	-5.48	75.39	73.55	-43.72	68.91	57.29	-10.1	-37.79	38.56	24.25	-33.26	A1	A2	A3	0.86	dynamic;playful;energetic;reassuring	03/04/2024	1
